"Location";"Status";"Authors";"Title";"Bibliographical reference";"Composition (year_from)";"Composition (year_to)";"First publication (year_from)";"First publication (year_to)";"Language";"Text";"Comment";"General reference";"Line reference";"Overlap/Similarity";"Modifications";"Marking for work";"Marking for author";"Genre";"Subject";"Narrative voice";"Textual functions";"Intertextual relations";"Source";"Bib. ref. source";"URL";"Internal comment";"Contributor"
" God bless you, sir.";"unedited";"Morris Palmer Tilley";"A Dictionary of the Proverbs in England";"Tilley, Morris Palmer.  A Dictionary of the Proverbs in England in the Sixteenth and Seventeenth Centuries. A Collection of the Proverbs Found in English Literature and the Dictionaries of the Period. Ann Arbor: University of Michigan Press, 1950.";"1950";"1950";"1950";"1950";"English";"@010076 SEC";"";"";"@010076 SEC - A Dictionary of the Proverbs ";"";"";"";"Author unmarked";"Academic";"Literature";"";"";"";"";"";"";"";"  Hohl Regula"
" God bless you, sir.";"unedited";"J. W.  Olive";"Imitation of Shakespeare in Middleton's The Family of Love";"Olive, W. J.  ""Imitation of Shakespeare in Middleton's The Family of Love."" Philological Quarterly 29 (1 January 1950): 75-78. ";"1950";"1950";"1950";"1950";"English";"@010153 SEC more entries";"";"";"@010153 SEC - Imitation of Shakespeare in The Family of Love";"";"";"";"Author unmarked";"Academic";"Shakespeare";"";"";"";"";"";"";"";"  Hohl Regula"
" God bless you, sir.";"unedited";"Fredson Thayer Bowers";"The Pictures in Hamlet III-iv";"Bowers, Fredson Thayer.  ""The Pictures in Hamlet III-iv - A Possible Contemporary."" Shakespeare Quarterly 3:3 (July 1952): 280-281. ";"1952";"1952";"1952";"1952";"English";"@010092 SEC";"";"";"@010092 SEC - Pictures in Hamlet III-iv";"";"";"";"Author unmarked";"Academic";"Shakespeare";"";"";"";"";"";"";"";"  Hohl Regula"
" God bless you, sir.";"unedited";"George K. Hunter";"The Marking of Sententiae";"Hunter, George K.  ""The Marking of Sententiae in Elizabethan Printed Plays, Poems and Romances."" Library 5.6 (1951-1952): 171-188.";"1952";"1952";"1952";"1952";"English";"@006116 SEC more entries, searchable";"";"";"@006116 SEC - The Marking of Sententiae";"";"";"";"Author unmarked";"Academic";"Literature";"";"";"";"";"";"";"";"  Hohl Regula"
" God bless you, sir.";"unedited";"J. A. K.  Thomson";"Shakespeare and the Classics";"Thomson, J. A. K.  Shakespeare and the Classics. London: George Allen and Unwin, 1952.";"1952";"1952";"1952";"1952";"English";"@010140 SEC more Latin entries";"";"";"@010140 SEC - Shakespeare and the Classics";"";"";"";"Author unmarked";"Academic";"Shakespeare / Classical Studies";"";"";"";"";"";"";"";"  Hohl Regula"
" God bless you, sir.";"unedited";"Kenneth Arthur Muir";"King Lear (Muir Edition)";"Muir, Kenneth,  ed. King Lear. The Arden Edition of the Works of Shakespeare. Eighth edition. London: Methuen. 1952.";"1952";"1952";"1952";"1952";"English";"@006238 SEC more entries notes done as far as p. 96";"";"";"@006238 SEC - King Lear (Muir edition)";"";"";"";"Author unmarked";"Annotated edition";"Shakespeare";"";"";"";"";"";"";"";" Heeg Stefanie"
" God bless you, sir.";"unedited";"R. H. Bowers";"A New Shakespeare Allusion (Bowers)";"Bowers, R. H.  ""A New Shakespeare Allusion."" Shakespeare Quarterly 4.3 (July 1953): 362.";"1953";"1953";"1953";"1953";"English";"@006283 SEC more entries???";"";"";"@006283 SEC - A New Shakespeare Allusion (Bowers)";"";"";"";"Author unmarked";"Academic";"Shakespeare";"";"";"";"";"";"";"";"  Hohl Regula"
" God bless you, sir.";"unedited";"Arnold Davenport";"Shakespeare and Nashe's Pierce Pennilesse II";"Davenport, Arnold.  ""Shakespeare and Nashe's Pierce Pennilesse II."" Notes and Queries 198 (September 1953): 371-374.";"1953";"1953";"1953";"1953";"English";"@010154 SEC exhausted";"";"";"@010154 SEC - Shakespeare and Nashe's Pierce Pennilesse 2";"";"";"";"Author unmarked";"Academic";"Shakespeare";"";"";"";"";"";"";"";"  Hohl Regula"
" God bless you, sir.";"unedited";"Norbert F. O'Donnell";"Shakespeare, Marston and the University";"O'Donnell, Norbert F.  ""Shakespeare, Marston and the University: The Sources of Thomas Goffe's Orestes."" Studies in Philology 50:3 (1953): 476-484. ";"1953";"1953";"1953";"1953";"English";"@006292 SEC more Marston entries and Latin entries";"";"";"@006292 SEC - Shakespeare, Marston and the University";"";"";"";"Author unmarked";"Academic";"Shakespeare";"";"";"";"";"";"";"";"  Hohl Regula"
" God bless you, sir.";"unedited";"R. H. Bowers";"Polonius: Another Postscript";"Bowers, R. H.  ""Polonius: Another Postscript."" Shakespeare Quarterly 4 (1953): 362-364.";"1953";"1953";"1953";"1953";"English";"@010093 SEC";"";"";"@010093 SEC - Polonius - Another Postscript";"";"";"";"Author unmarked";"Academic";"Shakespeare";"";"";"";"";"";"";"";"  Hohl Regula"
" God bless you, sir.";"unedited";"Arnold Davenport";"Shakespeare and Nashe's ""Pierce Pennilesse"" I";"Davenport, Arnold.  ""Shakespeare and Nashe's 'Pierce Pennilesse' I."" Notes and Queries (September 1953): 272-274.";"1953";"1953";"1953";"1953";"English";"@010222 SEC exhausted";"";"";"@010222 SEC - Shakespeare and Nashe's Pierce Pennilesse 1";"";"";"";"Author unmarked";"Academic";"Shakespeare";"";"";"";"";"";"";"";"  Hohl Regula"
" God bless you, sir.";"unedited";"Allan Gilbert";"Tamburlaine's Pampered Jades";"Gilbert, Allan.  ""Tamburlaine's Pampered Jades."" Rivista di letterature moderne (1953): 208-201.";"1953";"1953";"1953";"1953";"English";"@006261 SEC - no entry yet! Fernleihe! more entries";"";"";"@006261 SEC - Tamburlaine's Pampered Jades";"";"";"";"Author unmarked";"Academic";"Literature";"";"";"";"";"";"";"";"  Hohl Regula"
" God bless you, sir.";"unedited";"Josephine Waters Bennett";"Characterization in Polonius' Advice to Laertes";"Bennett, Josephine Waters.  ""Characterization in Polonius' Advice to Laertes."" SQ 4.1 (January 1953): 3-9.";"1953";"1953";"1953";"1953";"English";"@010016 SEC";"";"";"@010016 SEC - Characterization in Polonius' Advice to Laertes";"";"";"";"Author unmarked";"Academic";"Shakespeare";"";"";"";"";"";"";"";"  Hohl Regula"
" God bless you, sir.";"unedited";"Don Marion Wolfe";"Complete Prose Works of John Milton (Wolfe edition)";"Wolfe, Don Marion,  ed. Complete Prose Works of John Milton. 8 vols. New Haven and London: Oxford University Press and Yale University Press, 1953.";"1953";"1953";"1953";"1953";"English";"@010127 SEC ";"";"";"@010127 SEC - Complete Prose Works of John Milton (Wolfe)";"";"";"";"Author unmarked";"Annotated edition";"Literature";"";"";"";"";"";"";"";"  Hohl Regula"
" God bless you, sir.";"unedited";"Karl P. Wentersdorf";"The Authenticity of The Taming of the Shrew";"Wentersdorf, Karl P.  ""The Authenticity of The Taming of the Shrew."" Shakespeare Quarterly 5.1 (January 1954):11-32.";"1954";"1954";"1954";"1954";"English";"@006277 SEC more entries";"";"";"@006277 SEC - The Authenticity of The Taming of the Shrew";"";"";"";"Author unmarked";"Academic";"Literature";"";"";"";"";"";"";"";"  Hohl Regula"
" God bless you, sir.";"unedited";"Abbie Findlay Potts";"Hamlet and Gloriana's Knights";"Potts, Abbie Findlay.  ""Hamlet and Gloriana's Knights."" Shakespeare Quarterly 6:1 (Winter 1955): 31-43.";"1955";"1955";"1955";"1955";"English";"@010052 SEC more entries";"";"";"@010052 SEC - Hamlet and Gloriana's Knights";"";"";"";"Author unmarked";"Academic";"Shakespeare";"";"";"";"";"";"";"";"  Hohl Regula"
" God bless you, sir.";"unedited";"Ernest Sirluck";"Shakespeare and Jonson among the Pamphleteers of the First Civil War";"Sirluck, Ernest.  ""Shakespeare and Jonson among the Pamphleteers of the First Civil War. Some Unreported Seventeenth-Century Allusions."" Modern Philology 53.2 (November 1955): 88-99.";"1955";"1955";"1955";"1955";"English";"@010041 SEC";"";"";"@010041 SEC - Shakespeare and Jonson among the Pamphleteers";"";"";"";"Author unmarked";"Academic";"Shakespeare";"";"";"";"";"";"";"";"  Hohl Regula"
" God bless you, sir.";"unedited";"Kenneth Arthur Muir";"Macbeth (Muir edition)";"Muir, Kenneth,  ed. Macbeth. The Arden Edition of the Works of Shakespeare. Eighth edition. London: Methuen. 1955.";"1955";"1955";"1955";"1955";"English";"@006239 SEC more entries notes done as far as p. 72";"";"";"@006239 SEC - Macbeth (Muir edition)";"";"";"";"Author unmarked";"Annotated edition";"Shakespeare";"";"";"";"";"";"";"";" Heeg Stefanie"
" God bless you, sir.";"unedited";"Alan Roper";"The Works of John Dryden (Roper edition)";"Roper, Alan,  ed. The Works of John Dryden. 20 vols. Berkeley: University of California Press, 1956-1989.";"1956";"1989";"1956";"1989";"English";"@010007 SEC";"";"";"@010007 SEC - The Works of John Dryden (Roper edition)";"";"";"";"Author unmarked";"Annotated edition";"Literature";"";"";"";"";"";"";"";"  Hohl Regula"
" God bless you, sir.";"unedited";"G. B. Harrison";"A New Shakespeare Allusion (Harrison)";"Harrison, G. B.  ""A New Shakespeare Allusion."" Shakespeare Quarterly 8.1 (Winter 1957): 127.";"1957";"1957";"";"";"English";"@006304 SEC exhausted";"";"";"@006304 SEC - A New Shakespeare Allusion (Harrison)";"";"";"";"Author unmarked";"Academic";"Shakespeare";"";"";"";"";"";"";"";"  Hohl Regula"
" God bless you, sir.";"unedited";"Kenneth Arthur Muir";"Henry Swinburne and Shakespeare";"Muir, Kenneth Arthur.  ""Henry Swinburne and Shakespeare."" Notes and Queries 202 (1957): 285-286.";"1957";"1957";"1957";"1957";"English";"@010014 SEC exhausted";"";"";"@010014 SEC - Henry Swinburne and Shakespeare";"";"";"";"Author unmarked";"Academic";"Shakespeare";"";"";"";"";"";"";"";"  Hohl Regula"
" God bless you, sir.";"unedited";"Geoffrey Bullough";"Narrative and Dramatic Sources of Shakespeare";"Bullough, Geoffrey,  ed. Narrative and Dramatic Sources of Shakespeare. London 1957-1975.";"1957";"1975";"1957";"1975";"English";"@010095 SEC more entries";"";"";"@010095 SEC - Narrative and Dramatic Sources of Shakespeare";"";"";"";"Author unmarked";"Academic";"Shakespeare";"";"";"";"";"";"";"";"  Hohl Regula"
" God bless you, sir.";"unedited";"Leonard Nathanson";"Tamburlaine's 'Pampered Jades' and Gascoigne";"Nathanson, Leonard.  ""Tamburlaine's 'Pampered Jades' and Gascoigne."" Notes and Queries (February 1958): 53-54.";"1958";"1958";"1958";"1958";"English";"@006176 SEC exhausted";"";"";"@006176 SEC - Tamburlaine's Pampered Jades and Gascoigne";"";"";"";"Author unmarked";"Academic";"Literature";"";"";"";"";"";"";"";"  Hohl Regula"
" God bless you, sir.";"unedited";"G. P. V.  Akrigg";"Shakespeare's Living Sources";"Akrigg, G. P. V.  ""Shakespeare's Living Sources."" Queen's Quarterly 65 (1 January 1958): 239-250.";"1958";"1958";"1958";"1958";"English";"@010024 SEC more entries";"";"";"@010024 SEC - Shakespeare's Living Sources";"";"";"";"Author unmarked";"Academic";"Shakespeare";"";"";"";"";"";"";"";"  Hohl Regula"
" God bless you, sir.";"unedited";"Thomas Whitfield Baldwin";"On the Literary Genetics of Shakspere's Plays 1592-1594";"Baldwin, Thomas Whitfield.  On the Literary Genetics of Shakspere's Plays 1592-1594. Urbana: University of Illinois Press, 1959.";"1959";"1959";"1959";"1959";"English";"@010003 SEC more entries";"";"";"@010003 SEC - On the Literary Genetics of Shakspere's Plays";"";"";"";"Author unmarked";"Academic";"Shakespeare";"";"";"";"";"";"";"";"  Hohl Regula"
" God bless you, sir.";"unedited";"Robert William Dent";"Webster's Borrowing";"Dent, Robert William.  Webster's Borrowing. Berkeley: University of California Press, 1960.";"1960";"1960";"1960";"1960";"English";"@006105 SEC more entries";"";"";"@006105 SEC - Webster's Borrowing";"";"";"";"Author unmarked";"Academic";"Literature";"";"";"";"";"";"";"";"  Hohl Regula"
" God bless you, sir.";"unedited";"Kenneth Arthur Muir";"Shakespeare as a Collaborator";"Muir, Kenneth Arthur.  Shakespeare as a Collaborator. London: Methuen, 1960.";"1960";"1960";"1960";"1960";"English";"@005248 SEC more entries";"";"";"@005248 SEC - Shakespeare as Collaborator";"";"";"";"Author unmarked";"Academic";"Shakespeare";"";"";"";"";"";"";"";"  Hohl Regula"
" God bless you, sir.";"unedited";"Arnold Davenport";"The Poems of John Marston (Davenport edition)";"Davenport, Arnold,  ed. The Poems of John Marston. Liverpool University Press 1961.";"1961";"1961";"1961";"1961";"English";"@005194 SEC more Marston entries and Bible entries and Latin entries (index)";"";"";"@005194 SEC - The Poems of John Marston (Davenport)";"";"";"";"Author unmarked";"Annotated edition";"Literature";"";"";"";"";"";"";"";"  Hohl Regula"
" God bless you, sir.";"unedited";"Thomas Marc Parrott";"The Plays of George Chapman (Parrott edition)";"Parrott, Thomas Marc,  ed. The Plays of George Chapman. 4 vols. New York: Russall and Russell, 1961.";"1961";"1961";"1961";"1961";"English";"@006091 SEC more Latin entries and others";"";"";"@006091 SEC - The Plays of George Chapman (Parrott)";"";"";"";"Author unmarked";"Annotated edition";"Literature";"";"";"";"";"";"";"";"  Hohl Regula"
" God bless you, sir.";"unedited";"Nicholas Stanton Brooke";"Marlowe as Provocative Agent in Shakespeare's Early Plays";"Brooke, Nicholas Stanton.  ""Marlowe as Provocative Agent in Shakespeare's Early Plays."" Shakespeare Sunn 14 (1961): 34-44.";"1961";"1961";"1961";"1961";"English";"@006264 SEC more entries any done?";"";"";"@006264 SEC - Marlowe as Provocative Agent in Shakespeare";"";"";"";"Author unmarked";"Academic";"Shakespeare";"";"";"";"";"";"";"";"  Hohl Regula"
" God bless you, sir.";"unedited";"Charles G. Smith";"Shakespeare's Proverb Lore";"Smith, Charles G.  Shakespeare's Proverb Lore. His Use of the Sententiae of Leonard Culman and Publilius Syrus. Cambridge (Mass.): Harvard University Press, 1963.";"1963";"1963";"1963";"1963";"English";"@010050 SEC";"";"";"@010050 SEC - Shakespeare's Proverb Lore";"";"";"";"Author unmarked";"Academic";"Shakespeare";"";"";"";"";"";"";"";"  Hohl Regula"
" God bless you, sir.";"unedited";"Robert William Dent";"An Early Hamlet Echo?";"Dent, Robert William.  ""An Early Hamlet Echo?"" Shakespeare Quarterly 14 (1963): 87-89.";"1963";"1963";"1963";"1963";"English";"@005249 SEC more entries";"";"";"@005249 SEC - An Early Hamlet Echo";"";"";"";"Author unmarked";"Academic";"Shakespeare";"";"";"";"";"";"";"";"  Hohl Regula"
" God bless you, sir.";"unedited";"Macdonald P. Jackson";"Shakespeare and Edmund Ironside";"Jackson, MacDonald P.  ""Shakespeare and Edmund Ironside."" Notes and Queries (September 1963): 331-332.";"1963";"1963";"1963";"1963";"English";"@005260 SEC more entries cluster<br>

One other cluster-not one of those
analysed by Armstrong-is to be found
in Edward Ill (II. i. 146-72). The keyword,
blot, is accompanied by heaven,
night, moon, constancy, disguise (mask),
sovereign, eye, winter, and sun. All
these words, except constancy and disguise,
appear also in a passage in Love's
Labour's Lost (IV. iiii. 220 ff.); five of
them, including inconstancy, constant,
and disguise, appear in The Two Gentlemen
of Verona (V. iv. 107 ff.), seven of
them in Richard II (I. iii. 202 ff.), six of
them in Venus and A don is (773-~D 6),
and five in anothe-r passage in the same
poem (154-93).
There are traces .of the same cluster in
ten other plays and in Lucrece. Disguise is
the ·only element lacking in a blot-cluster
app·earing in Edmund Ironside. The linenumbers
which follow are those of the
Malone Society edition: blot (749),
heaven(s) (785, 789), night (793), moon
(786), eye (783), frost (744) for winter,
sun (786), forsaken (755) and fickle (770)
for (in)constancy, monarchs (777) for
sovereign

";"";"";"@005260 SEC - Shakespeare and Edmund Ironside";"";"";"";"Author unmarked";"Academic";"Shakespeare";"";"";"";"";"";"";"";"  Hohl Regula"
" God bless you, sir.";"unedited";"John Ramsay Allardyce Nicholl";"The Works of Cyril Tourneur (Nicholl edition)";"Nicholl, John Ramsay Allardyce,  ed. The Works of Cyril Tourneur. New York: Russell and Russell, 1963.";"1963";"1963";"1963";"1963";"English";"@010141 SEC exhausted";"";"";"@010141 SEC - The Works of Cyril Tourneur (Nicholl edition)";"";"";"";"Author unmarked";"Annotated edition";"Literature";"";"";"";"";"";"";"";"  Hohl Regula"
" God bless you, sir.";"unedited";"Rudolf Sühnel";"Vergil in England";"Sühnel, Rudolf.  ""Vergil in England."" Festschrift für Walter Hübner. Eds. Dieter Riesner and Helmut Gneuss. Erich Schmidt Verlag, 1964. 122-138.";"1964";"1964";"1964";"1964";"English";"@006154 SEC exhausted";"";"";"@006154 SEC - Vergil in England";"";"";"";"Author unmarked";"Academic";"Literature";"";"";"";"";"";"";"";"  Hohl Regula"
" God bless you, sir.";"unedited";"Nicholas Stanton Brooke";"Bussy D'Ambois (Brooke edition)";"Brooke, Nicholas Stanton,  ed. George Chapman. Bussy D'Ambois. The Revels Plays. London: Methuen. Cambridge (Mass.): Harvard University Press, 1964.";"1964";"1964";"1964";"1964";"English";"@006082 SEC more Latin entries";"";"";"@006082 SEC - Bussy D'Ambois (Brooke Edition)";"";"";"";"Author unmarked";"Annotated edition";"Literature";"";"";"";"";"";"";"";"  Hohl Regula"
" God bless you, sir.";"unedited";"Irving Ribner";"The Atheist's Tragedy (Ribner edition)";"Ribner, Irving,  ed. Cyril Tourneur. The Atheist's Tragedy, or The Honest Man's Revenge. London: The Broadwater Press, 1964.";"1964";"1964";"1964";"1964";"English";"@010002 SEC exhausted";"";"";"@010002 SEC - The Atheists Tragedy (Ribner edition)";"";"";"";"Author unmarked";"Annotated edition";"Literature";"";"";"";"";"";"";"";"  Hohl Regula"
" God bless you, sir.";"unedited";"Robert Witback Babcock";"The Genesis of Shakespeare Idolatry, 1766-1799";"Babcock, Robert Witbeck.  The Genesis of Shakespeare Idolatry, 1766-1799. A Study in English Criticism of the Late Eighteenth Century. New York: Russell and Russell, 1964.";"1964";"1964";"1964";"1964";"English";"@010090 SEC";"";"";"@010090 SEC - The Genesis of Shakespeare Idolatry 1766-1799";"";"";"";"Author unmarked";"Academic";"Shakespeare";"";"";"";"";"";"";"";"  Hohl Regula"
" God bless you, sir.";"unedited";"Joseph W. DeMent";"A Possible 1594 Reference to Hamlet";"DeMent, Joseph W.  ""A Possible 1594 Reference to Hamlet."" Shakespeare Quarterly 15:4 (Autumn 1964): 446-447.";"1964";"1964";"1964";"1964";"English";"@010106 SEC exhausted";"";"";"@010106 SEC - A Possible 1594 Reference to Hamlet";"";"";"";"Author unmarked";"Academic";"Shakespeare";"";"";"";"";"";"";"";"  Hohl Regula"
" God bless you, sir.";"unedited";"F. W. Sternfeld";"Ophelia's Version of the Walsingham Song";"Sternfeld, F. W.  ""Ophelia's Version of the Walsingham Song."" Music and Letters 45:2 (April 1964): 108-113.";"1964";"1964";"1964";"1964";"English";"@010069 SEC exhausted";"";"";"@010069 SEC - Ophelia's Version of the Walsingham Song";"";"";"";"Author unmarked";"Academic";"Shakespeare";"";"";"";"";"";"";"";"  Hohl Regula"
" God bless you, sir.";"unedited";"Maurice Evans";"Bussy D'Ambois (Evans edition)";"Evans, Maurice,  ed. George Chapman. Bussy D'Ambois. The New Mermaids. London: Ernest Benn, 1965.";"1965";"1965";"1965";"1965";"English";"@006090 SEC more entries";"";"";"@006080 SEC - Bussy D'Ambois (Evans Edition)";"";"";"";"Author unmarked";"Annotated edition";"Literature";"";"";"";"";"";"";"";"  Hohl Regula"
" God bless you, sir.";"unedited";"David L. Frost";"Shakespeare in the Seventeenth Century";"Frost, David. L.  ""Shakespeare in the Seventeenth Century."" Shakespeare Quarterly 16.1 (Winter 1965): 81-89.";"1965";"1965";"1965";"1965";"English";"@010108 SEC exhausted";"";"";"@010108 SEC - Shakespeare in the Seventeenth Century";"";"";"";"Author unmarked";"Academic";"Shakespeare";"";"";"";"";"";"";"";"  Hohl Regula"
" God bless you, sir.";"unedited";"Fredson Thayer Bowers";"The Dramatic Works in the Beaumont and Fletcher Canon";"Bowers, Fredson Thayer,  ed. The Dramatic Works in the Beaumont and Fletcher Canon. 10 vols. Cambridge: Cambridge University Press, 1966.";"1966";"1966";"1966";"1966";"English";"@006282 SEC more entries";"";"";"@006282 SEC - The Dramatic Works (Beaumont and Fletcher Canon)";"";"";"";"Author unmarked";"Annotated edition";"Literature";"";"";"";"";"";"";"";"  Hohl Regula"
" God bless you, sir.";"unedited";"Lawrence J. Ross";"The Revenger's Tragedy (Ross edition)";"Ross, Lawrence J.,  ed. Cyril Tourneur. The Revenger's Tragedy. Regents Renaissance Drama Series. London: Edward Arnold, 1967. ";"1966";"1966";"1966";"1966";"English";"@010223 SEC more entries";"";"";"@010223 SEC - The Revenger's Tragedy (Ross edition)";"";"";"";"Author unmarked";"Annotated edition";"Literature";"";"";"";"";"";"";"";"  Hohl Regula"
" God bless you, sir.";"unedited";"Peter Milward";"The Homiletic Tradition in Shakespeare's Plays";"Milward, Peter.  ""The Homiletic Tradition in Shakespeare's Plays."" Shakespeare Studies 5 (1966-1967): 72-87.";"1966";"1967";"1966";"1967";"English";"@010131 SEC more Bible entries";"";"";"@010131 SEC - The Homiletic Tradition in Shakespeare's Plays";"";"";"";"Author unmarked";"Academic";"Shakespeare";"";"";"";"";"";"";"";"  Hohl Regula"
" God bless you, sir.";"unedited";"Millar Maclure";"The Poems of Christopher Marlowe";"Maclure, Millar,  ed. The Poems. Christopher Marlowe. London: Methuen, 1968.";"1968";"1968";"1968";"1968";"English";"@006306 SEC more Latin and other entries";"";"";"@006306 SEC - The Poems of Christopher Marlowe";"";"";"";"Author unmarked";"Annotated edition";"Literature";"";"";"";"";"";"";"";"  Hohl Regula"
" God bless you, sir.";"unedited";"David L. Frost";"The Influence of Shakespeare on English Drama 1600-1642";"Frost, David L.  The Influence of Shakespeare on English Drama 1600-1642. Cambridge: Cambridge University Press, 1968.";"1968";"1968";"1968";"1968";"English";"@010109 SEC more entries";"";"";"@010109 SEC - The Influence of Shakespeare on English Drama";"";"";"";"Author unmarked";"Academic";"Shakespeare";"";"";"";"";"";"";"";"  Hohl Regula"
" God bless you, sir.";"unedited";"John V. Velz";"Shakespeare and the Classical Tradition";"Velz, John V.  Shakespeare and the Classical Tradition. A Critical Guide to Commentary, 1660-1960. Minneapolis: University of Minnesota Press, 1968.";"1968";"1968";"1968";"1968";"English";"@010042 SEC more Latin entries";"";"";"@010042 SEC - Shakespeare and the Classical Tradition";"";"";"";"Author unmarked";"Academic";"Shakespeare / Classical Studies";"";"";"";"";"";"";"";"  Hohl Regula"
" God bless you, sir.";"unedited";"Roland Mushat Frye";"Five Shakespeare Allusions";"Frye, Roland Mushat.  ""Five Shakespeare Allusions 1621-1630."" Shakespeare Quarterly 20.1 (Winter 1969): 81-83.";"1969";"1969";"1969";"1969";"English";"@010013 SEC exhausted";"";"";"@010013 SEC - Five Shakespeare Allusions";"";"";"";"Author unmarked";"Academic";"Shakespeare";"";"";"";"";"";"";"";"  Hohl Regula"
" God bless you, sir.";"unedited";"Lilian M. Ruff / D. Arnold Wilson";"The Madrigal, the Lute Song and Elizabethan Politics";"Ruff, Lillian M. and D. Arnold Wilson.  ""The Madrigal, the Lute Song and Elizabethan Politics."" Past and Present 44 (August 1969): 3-51.";"1969";"1969";"1969";"1969";"English";"@010065 SEC";"";"";"@010065 SEC - The Madrigal, the Lute and Elizabethan Politics";"";"";"";"Author unmarked";"Academic";"Literature";"";"";"";"";"";"";"";"  Hohl Regula"
" God bless you, sir.";"unedited";"Robert Clifford Latham / William Matthews";"Pepys Diary (Latham edition)";"Latham, Robert and William Matthews,  eds. The Diary of Samuel Pepys. 11 vols. London: G. Bell and Sons, 1970-1983.";"1970";"1983";"1970";"1983";"English";"@005264 SEC";"";"";"@005264 SEC - Diary of Samuel Pepys (Latham edition)";"";"";"";"Author unmarked";"Annotated edition";"Literature";"";"";"";"";"";"";"";"  Hohl Regula"
" God bless you, sir.";"unedited";"Charles Tyler Prouty";"The Dramatic Works of George Peele (Prouty edition)";"Prouty, Charles Tyler,  ed. The Dramatic Works of George Peele. 3 vols. New Haven and London: Yale, 1970.";"1970";"1970";"1970";"1970";"English";"@006098 SEC more entries";"";"";"@006098 SEC - The Dramatic Works of George Peele (Prouty)";"";"";"";"Author unmarked";"Annotated edition";"Literature";"";"";"";"";"";"";"";"  Hohl Regula"
" God bless you, sir.";"unedited";"Karl P. Wentersdorf";"Imagery as a Criterion of Authenticity";"Wentersdorf, Karl P.  ""Imagery as a Criterion of Authenticity. A Reconsideration of the Problem."" Shakespeare Quarterly 23.3 (Summer 1972). 231-259.";"1972";"1972";"1972";"1972";"English";"@006276 SEC";"";"";"@006276 SEC - Imagery as a Criterion of Authenticity";"";"";"";"Author unmarked";"Academic";"Literature";"";"";"";"";"";"";"";"  Hohl Regula"
" God bless you, sir.";"unedited";"Hugh N. Maclean";"Ben Jonson and the Cavalier Poets (Maclean edition)";"Maclean, Hugh,  ed. Ben Jonson and the Cavalier Poets. New York: Norton, 1974.";"1974";"1974";"1974";"1974";"English";"@006093 SEC more entries";"";"";"@006093 SEC - Ben Jonson and the Cavalier Poets (Maclean)";"";"";"";"Author unmarked";"Annotated edition";"Literature";"";"";"";"";"";"";"";"  Hohl Regula"
" God bless you, sir.";"unedited";"Theodore J. Beardsley Jr.";"Isocrates, Shakespeare and Calderon";"Beardsley Jr., Theodore S.  ""Isocrates, Shakespeare, and Calderón: Advice to a Young Man."" Hispanic Review 42.2 (Spring 1974): 185-198.";"1974";"1974";"1974";"1974";"English";"@005230 SEC";"";"";"@005230 SEC - Isocrates, Shakespeare and Calderon";"";"";"";"Author unmarked";"Academic";"Shakespeare";"";"";"";"";"";"";"";"  Hohl Regula"
" God bless you, sir.";"unedited";"Akihiro Yamada";"The Widow's Tears (Yamada edition)";"Yamada, Akihiro,  ed. George Chapman. The Widow's Tears. The Revels Plays. London: Methuen, 1975.";"1975";"1975";"1975";"1975";"English";"@006094 SEC more entries";"";"";"@006094 SEC - The Widow's Tears (Yamada edition)";"";"";"";"Author unmarked";"Annotated edition";"Literature";"";"";"";"";"";"";"";"  Hohl Regula"
" God bless you, sir.";"unedited";"George K. Hunter";"The Malcontent (Hunter edition)";"Hunter, George, K.,  ed. The Malcontent. Manchester: Manchester University Press, 1975, repr. 1999.";"1975";"1975";"1975";"1975";"English";"@005699 SEC exhausted, more Latin entries<r>
Hunter, George, K., ed. The Malcontent. Manchester: Manchester University Press, 1975, repr. 1999: 6, 12, 20, 30, 32, 35, 45, 56, 57, 65, 69, 77, 76, 79, 90, 91, 94, 97, 10, 110, 112, 113, 117, 118, 125, 128, 134, 138, 141, 142, 146, 149, 150, 151, 158.";"";"";"@005699 SEC - The Malcontent (Hunter edition)";"";"";"";"Author unmarked";"Annotated edition";"Literature";"";"";"";"";"";"";"";"  Hohl Regula"
" God bless you, sir.";"unedited";"Jerome W. Hogan";"Three Shakespearean Echoes";"Hogan, Jerome W.  ""Three Shakespearean Echoes."" Notes and Queries 220 (April 1975): 175.";"1975";"1975";"1975";"1975";"English";"@010059 SEC exhausted";"";"";"@010059 SEC - Three Shakespearean Echoes";"";"";"";"Author unmarked";"Academic";"Shakespeare";"";"";"";"";"";"";"";"  Hohl Regula"
" God bless you, sir.";"unedited";"Lawrence Rosinger";"Hamlet and the Homilies";"Rosinger, Lawrence.  ""Hamlet and the Homilies."" Shakespeare Quarterly 26.3 (Summer 1975): 299-301.";"1975";"1975";"1975";"1975";"English";"@010064 SEC more BIble entries";"";"";"@010064 SEC - Hamlet and the Homilies";"";"";"";"Author unmarked";"Academic";"Shakespeare";"";"";"";"";"";"";"";"  Hohl Regula"
