"Location";"Status";"Authors";"Title";"Bibliographical reference";"Composition (year_from)";"Composition (year_to)";"First publication (year_from)";"First publication (year_to)";"Language";"Text";"Comment";"General reference";"Line reference";"Overlap/Similarity";"Modifications";"Marking for work";"Marking for author";"Genre";"Subject";"Narrative voice";"Textual functions";"Intertextual relations";"Source";"Bib. ref. source";"URL";"Internal comment";"Contributor"
" God bless you, sir.";"unedited";"Robert Dodsley";"A Select Collection of Old Plays";"Dodsley, Robert,  ed. A Select Collection of Old Plays in Twelve Volumes. London: Septimus Prowett, 1825.";"1744";"1744";"1744";"1744";"English";"@006257 SEC ";"";"";"@006257 SEC -  A Select Collection of Old Plays";"";"";"";"Author unmarked";"Annotated edition";"";"";"";"";"";"";"";"";" Heeg Stefanie"
" God bless you, sir.";"unedited";"Thomas Newton";"Paradise Lost (Newton Edition)";"Newton, Thomas,  ed. Paradise Lost: A Poem in Twelve Books. A New Edition with Notes of Various Authors. 2 vols. London: J. and R. Tonson et al., 1749.";"1749";"1749";"1749";"1749";"English";"@010128 SEC";"";"";"@010128 SEC - Paradise Lost (Newton edition)";"";"";"";"Author unmarked";"Annotated edition";"Literature";"";"";"";"";"";"";"";"  Hohl Regula"
" God bless you, sir.";"unedited";"Richard Hurd";"Q. Horatii Flacci epistola ad Augustum";"Hurd, Richard,  ed. Q. Horatii Flacci epistola ad Augustum. With an English commentary and notes. To which is added, a discourse concerning poetical imitation [...]. London: W. Thurlbourn and R. Dodsley, 1751.";"1751";"1751";"1751";"1751";"English";"@005246 SEC";"";"";"@005246 SEC - Q Horatii Flacci epistola ad Augustum";"";"";"";"Author unmarked";"Annotated edition";"Classical Studies";"";"";"";"";"";"";"";"  Hohl Regula"
" God bless you, sir.";"unedited";"Thomas Percy";"Reliques of Ancient English Poetry";"Percy, Thomas,  ed. Reliques of Ancient English Poetry. Consisting of Old Heroic Ballads, Songs, and other Pieces of our earlier Poets, (Chiefly of the Lyric kind.) Together with some few of later Date. Second Edition. London: J. Dodsley, 1767.";"1767";"1767";"1767";"1767";"English";"@005196 SEC";"";"";"@005196 SEC - Reliques of Ancient English Poetry";"";"";"";"Author unmarked";"Annotated edition";"Literature";"";"";"";"";"";"";"";"  Hohl Regula"
" God bless you, sir.";"unedited";"_ 0_Anon";"The Annual Register";"Anon.  The Annual Register. Or, A View of the History, Politics, and Literature, for the Year 1767. London: J. Dodsley, 1779.";"1779";"1779";"1779";"1779";"English";"@010089 SEC";"";"";"@010089 SEC - The Annual Register";"";"";"";"Author unmarked";"Nonfiction unspecified";"";"";"";"";"";"";"";"";"  Hohl Regula"
" God bless you, sir.";"unedited";"Zachary Grey";"Hudibras (Grey edition)";"Grey, Zachary,  ed. Hudibras, in three parts, Written in the Tome of the late Wars, by Samuel Butler, Esq. with large annotations and a preface by Zachary Grey, LL. D. 2 vols. Edinburgh: Bell and Murray, 1779.";"1779";"1779";"1779";"1779";"English";"@010097 SEC";"";"";"@010097 SEC - Hudibras (Grey edition)";"";"";"";"Author unmarked";"Annotated edition";"Literature";"";"";"";"";"";"";"";"  Hohl Regula"
" God bless you, sir.";"unedited";"Thomas Warton";"Poems Upon Several Occasions";"Warton, Thomas,  ed. Poems upon several occasions. English, Italian and Latin, with translations, by John Milton [...]. With Notes, critical and explanatory, and other illustrations. London: James Dodsley, 1785.";"1785";"1785";"1785";"1785";"English";"@010129 SEC";"";"";"@010129 SEC - Poems Upon Several Occasions";"";"";"";"Author unmarked";"Annotated edition";"Literature";"";"";"";"";"";"";"";"  Hohl Regula"
" God bless you, sir.";"unedited";"Walter Whiter";"A Specimen of a Commentary on Shakespeare";"Whiter, Walter.  A Specimen of a Commentary on Shakespeare: being the text of the first (1794) edition revised by the author and never previously published. Eds. Alan Over and Mary Bell. 2nd ed. London: Methuen, 1967.";"1794";"1794";"1794";"1794";"English";"@010145 SEC more entries, more Marston entries index";"";"";"@010145 SEC - Specimen of a Commentary ";"";"";"";"Author unmarked";"Academic";"Shakespeare";"";"";"";"";"";"";"";"  Hohl Regula"
" God bless you, sir.";"unedited";"John Rutherford";"Cicero's Orations (Rutherford edition)";"Rutherford, John,  ed. and trans. Cicero's orations, translated into English, with notes, historical, critical, and explanatory. London: T. Cadell and W. Davies, 1799.";"1799";"1799";"1799";"1799";"English";"@006318 SEC";"";"";"@006318 SEC - Cicero's Orations";"";"";"";"Author unmarked";"Annotated edition";"Classical Studies";"";"";"";"";"";"";"";"  Hohl Regula"
" God bless you, sir.";"unedited";"Charles Dunster";"Paradise Regained (Dunster edition)";"Dunster, Charles,  ed. Paradise Regained, a Poem by John Milton. With Notes of Various Authors. London: George Stafford, 1800.";"1800";"1800";"1800";"1800";"English";"@010039 SEC";"";"";"@010039 SEC - Paradise Regained (Dunster edition)";"";"";"";"Author unmarked";"Annotated edition";"Literature";"";"";"";"";"";"";"";"  Hohl Regula"
" God bless you, sir.";"unedited";"Henry John Todd";"The Poetical Works of John Milton (Todd edition)";"Todd, Henry John,  ed. The Poetical Works of John Milton. 6 vols. London: Johnson et al., 1801.";"1801";"1801";"1801";"1801";"English";"@010130 SEC ";"";"";"@010130 SEC -  The Poetical Works of John Milton (Todd)";"";"";"";"Author unmarked";"Annotated edition";"Literature";"";"";"";"";"";"";"";"  Hohl Regula"
" God bless you, sir.";"unedited";"Charles Wentworth Dilke";"Old Plays, being a Continuation of Dodsley's Collection";"Dilke, Chalres Wentworth,  ed. Old Plays; being a Continuation of Dodsley's Collection, with Notes Critical and Explanatory. 6 vols. London: Rodwell and Martin, 1816.";"1816";"1816";"1816";"";"English";"@006287 SEC";"";"";"@006287 SEC - Old Plays, A Continuation of Dodsley&#039;s Collec";"";"";"";"Author unmarked";"Annotated edition";"Literature";"";"";"";"";"";"";"";"  Hohl Regula"
" God bless you, sir.";"unedited";"Edmond Malone";"Plays and Poems of William Shakespeare";"Malone, Edmond.  The plays and poems of William Shakespeare, with the corrections and illustrations of various commentators : comprehending a life of the poet, and an enlarged history of the stage, by the late Edmond Malone, with a new glossarial index. London, F.C. and J Rivington 1821.";"1821";"1821";"1821";"1821";"English";"@010156 SEC";"";"";"@010156 SEC - Plays and Poems of William Shakespeare (Malone)";"";"";"";"Author unmarked";"Annotated edition";"Shakespeare";"";"";"";"";"";"";"";"  Hohl Regula"
" God bless you, sir.";"unedited";"John Payne Collier";"Farther Particulars regarding Shakespeare and His Works";"Collier, John Payne.  Farther Particulars regarding Shakespeare and His Works. In A Letter to The Rev. Joseph Hunter, F.S.A. [...] London: Thomas Rodd, 1839.";"1839";"1839";"1839";"1839";"English";"@010100 SEC";"";"";"@010100 SEC - Farther Particulars Regarding Shakespeare";"";"";"";"Author unmarked";"Academic";"Shakespeare";"";"";"";"";"";"";"";"  Hohl Regula"
" God bless you, sir.";"unedited";"John Payne Collier";"Memoirs of the Principal Actors of Shakespeare";"Collier, John Payne.  Memoirs of the Principal Actors of Shakespeare. London: Shakespeare Society, 1846.";"1846";"1846";"1846";"1846";"English";"@010146 SEC";"";"";"@010146 SEC - Memoirs of the Principal Actors of Shakespeare";"";"";"";"Author unmarked";"Academic";"Shakespeare";"";"";"";"";"";"";"";"  Hohl Regula"
" God bless you, sir.";"unedited";"Charles Wordsworth";"Shakespeares Knowledge and Use of the Bible";"Wordsworth, Charles.  Shakespeare's Knowledge and Use of the Bible. London: Smith, Elder and Co., 1864.";"1864";"1864";"1864";"1864";"English";"@006225 SEC";"";"";"@006225 SEC - Shakespeare's Knowledge and Use of the Bible";"";"";"";"Author unmarked";"Academic";"Shakespeare";"";"";"";"";"";"";"";"  Hohl Regula"
" God bless you, sir.";"unedited";"William Lowes Rushton";"Shakespeare's Testamentary Language";"Rushton, William Lowes.  Shakespeare's Testamentary Language. London: Longmans, Green and Co., 1869. ";"1869";"1869";"1869";"1869";"English";"@010066 SEC";"";"";"@010066 SEC - Shakespeare's Testamentary Language";"";"";"";"Author unmarked";"Academic";"Shakespeare";"";"";"";"";"";"";"";"  Hohl Regula"
" God bless you, sir.";"unedited";"James Russell Lowell";"Among My Books";"Lowell, James Russell.  Among My Books: Six Essays. London: Macmillan, 1870.";"1870";"1870";"1870";"1870";"English";"@006217 SEC";"";"";"@006217 SEC - Among My Books";"";"";"";"Author unmarked";"Essay";"Literature";"";"";"";"";"";"";"";"  Hohl Regula"
" God bless you, sir.";"unedited";"William Lowes Rushton";"Shakespeare's Euphuism";"Rushton, William Lowes.  Shakespeare's Euphuism. London: Longmans, Green, and Co., 1871.";"1871";"1871";"1871";"187";"English";"@010027 SEC";"";"";"@010027 SEC - Shakespeare's Euphuism";"";"";"";"Author unmarked";"Academic";"Shakespeare";"";"";"";"";"";"";"";"  Hohl Regula"
" God bless you, sir.";"unedited";"Sir John Bowring";"Latin Aphorisms and Proverbs";"Bowring, Sir John.  ""Latin Aphorisms and Proverbs."" Transactions of the Royal Historical Society (1872): 82-103.";"1872";"1872";"1872";"1872";"English";"@005235 SEC more Latin entries";"";"";"@005235 SEC - Latin Aphorisms and Proverbs";"";"";"";"Author unmarked";"Academic";"Classical Studies";"";"";"";"";"";"";"";"  Hohl Regula"
" God bless you, sir.";"unedited";"W. H. Logan / James Maidment";"The Dramatic Works of Sir William D'Avenant";"Maidment, James and W. H. Logan,  eds. Sir William D'Avenant. The Dramatic Works of Sir William D'Avenant with prefatory memoir and notes. 5 vols. Edinburgh: William Paterson, 1872-1874. Quoted from https://archive.org.";"1872";"1874";"1872";"1874";"English";"@006127 SEC exhausted";"";"";"@006127 SEC - The Dramatic Works of Sir William D'Avenant";"";"";"";"Author unmarked";"Annotated edition";"Literature";"";"";"";"";"";"";"";"  Hohl Regula"
" God bless you, sir.";"unedited";"_ 0_Anon";"The Female Rebellion (Glasgow edition)";"Anon.,  ed. The Female Rebelion. A Tragicomedy From A MS. In The Hunterian Museum University of Glasgow. Glasgow: Printed for Private Circulation, 1872.";"1872";"1872";"1872";"1872";"English";"@010170 SEC exhausted";"";"";"@010170 SEC - The Female Rebellion (Glasgow edition)";"";"";"";"Author unmarked";"Annotated edition";"Literature";"";"";"";"";"";"";"";"  Hohl Regula"
" God bless you, sir.";"unedited";"Richard Herne Shepherd";"The Dramatic Works of Thomas Dekker";"Shepherd, Richard Herne,  ed. The dramatic works of Thomas Dekker, now first collected with illustrative notes and a memoir of the author. London: J. Pearson, 1873.";"1873";"1873";"1873";"1873";"English";"@006142 SEC";"";"";"@006142 SEC - The Dramatic Works of Thomas Dekker";"";"";"";"Author unmarked";"Annotated edition";"Literature";"";"";"";"";"";"";"";"  Hohl Regula"
" God bless you, sir.";"unedited";"Richard Herne Shepherd";"The Works of George Chapman (Shepherd edition)";"Shepherd, Richard Herne,  ed. Chapman, George. The Works of George Chapman. Plays. London: Chatto and Windus, 1874.";"1874";"1874";"1874";"1874";"English";"@010099 SEC";"";"";"@010099 SEC - The Works of George Chapman (Shepherd)";"";"";"";"Author unmarked";"Annotated edition";"Literature";"";"";"";"";"";"";"";"  Hohl Regula"
" God bless you, sir.";"unedited";"Edward Dowden";"Shakspere: A Critical Study of His Mind and Art";"Dowden, Eward.  Shakspere: A Critical Study of His Mind and Art. London: H.S. King, 1875.";"1875";"1875";"1875";"1875";"English";"@006288 SEC more entries";"";"";"@006288 SEC - Shakspere: A Critical Study of His Mind and Art";"";"";"";"Author unmarked";"Academic";"Shakespeare";"";"";"";"";"";"";"";"  Hohl Regula"
" God bless you, sir.";"unedited";"James Orchard Halliwell-Phillipps";"Memoranda on the Tragedy of Hamlet";"Halliwell-Philipps, James Orchard.  Memoranda on the Tragedy of Hamlet. London: James Evan Adlard, 1879.";"1879";"1879";"1879";"1879";"English";"@010046 SEC";"";"";"@010046 SEC - Memoranda on the Tragedy of Hamlet";"";"";"Work unmarked";"Author unmarked";"Academic";"Shakespeare";"";"";"";"";"";"";"";"  Hohl Regula"
" God bless you, sir.";"unedited";"Nicolaus Delius";"Brookes episches und Shakespeares dramatisches Gedicht von Romeo and Juliet";"Delius, Nicolaus.  ""Brookes episches und Shakespeares dramatisches Gedicht von Romeo and Juliet."" Jahrbuch der Dustchen Shakespeare-Gesellschaft 16 (1881): 213-227. ";"1881";"1881";"1881";"1881";"German";"@006315 SEC exhausted except for character and plot stuff";"";"";"@006315 SEC - Brookes Romeo and Juliet";"";"";"";"Author unmarked";"Academic";"Shakespeare";"";"";"";"";"";"";"";"  Hohl Regula"
" God bless you, sir.";"unedited";"Jacob Feis";"Shakspere and Montaigne";"Feis, Jacob.  Shakspere and Montaigne: An Endeavour to Explain the Tendency of ""Hamlet"" from Allusions in Contemporary Works. London: Kegan Paul, Trench and Co., 1884.";"1884";"1884";"1884";"1884";"English";"@006272 SEC on archive.org, more Marston entries searchable esp. 199-201";"";"";"@006272 SEC - Shakspere and Montaigne";"";"";"";"Author unmarked";"Academic";"Shakespeare";"";"";"";"";"";"";"";"  Hohl Regula"
" God bless you, sir.";"unedited";"William Dunn Macray";"The Pilgrimage to Parnassus (Macray edition)";"Macray, William Dunn,  ed. The Pilgrimage to Parnassus with the Two Parts of The Return from Parnassus. Oxford: Clarendon Press 1886.";"1886";"1886";"1886";"1886";"English";"@006322";"";"";"@006322 SEC - The Pilgrimage to Parnassus (Macray edition)";"";"";"";"Author unmarked";"Annotated edition";"Literature";"";"";"";"";"";"";"";" Heeg Stefanie"
" God bless you, sir.";"unedited";"A. H.  Bullen";"The Works of John Marston (Bullen edition)";"Bullen, A. H.,  ed. The Works of John Marston. 3 vols. London: Nimmo, 1887.";"1887";"1887";"1887";"1887";"English";"@010199 SEC available on archive.org more Marston entries";"";"";"@010199 SEC - The Works of John Marston (Bullen)";"";"";"";"Author unmarked";"Annotated edition";"Literature";"";"";"";"";"";"";"";"  Hohl Regula"
" God bless you, sir.";"unedited";"Philipp Aronstein";"John Marston als Dramatiker";"Aronstein, Philipp.  ""John Marston als Dramatiker."" Englische Studien 20 (1895): 377-396 and 21 (1895): 25-77.";"1895";"1895";"1895";"1895";"German";"@006326 SEC - more Marston entries";"";"";"@006326 SEC - John Marston als Dramatiker";"";"";"";"Author unmarked";"Academic";"Literature";"";"";"";"";"";"";"";"  Hohl Regula"
" God bless you, sir.";"unedited";"Emil Koeppel";"Quellen-Studien zu den Dramen Ben Jonsons, John Marstons und Beaumont und Fletchers";"Koeppel, Emil.  Quellen-Studien zu den Dramen Ben Jonson', John Marston's, und Beaumont's und Fletcher's. Erlangen und Leipzig: Deichertsche Verlagsbuchhandlung, 1895.";"1895";"1895";"1895";"1895";"German";"@005263 SEC  More Marston entries:
p. 25, Note 1
p. 26 note 1
21-25 plot similarities
p. 26-33 verbal echoes and plot similarities";"";"";"@005263 SEC - Quellenstudien Jonson, Marston, Beaumont, Fletcher";"";"";"";"Author unmarked";"Academic";"Literature";"";"";"";"";"";"";"";"  Hohl Regula"
" God bless you, sir.";"unedited";"Emil Koeppel";"Quellenstudien zu den Dramen George Chapmans, Philip Massingers, und John Fords";"Koeppel, Emil.  Quellen-Studien zu den Dramen George Chapman's, Philip Massinger's, und John Ford's. Karl J. Trübner: Strassburg 1897.";"1897";"1897";"1897";"1897";"German";"@010080 SEC More entries, more Marston entries, searchable";"";"";"@010080 SEC - Quellenstudien Chapman, Massinger, Ford";"";"";"";"Author unmarked";"Academic";"Literature";"";"";"";"";"";"";"";"  Hohl Regula"
" God bless you, sir.";"unedited";"Edward J. L. Scott";"Shakespeareana";"Scott, Edward J. L.  ""Shakespeareana."" The Athenaeum 3671 (5 March 1898): 320.";"1898";"1898";"1898";"1898";"English";"@010168 SEC exhausted";"";"";"@010168 SEC - Shakespeareana";"";"";"";"Author unmarked";"Academic";"Shakespeare";"";"";"";"";"";"";"";"  Hohl Regula"
" God bless you, sir.";"unedited";"Hans Schere";"The Pleasant Comedie of old Fortunatus (Schere edition)";"Schere, Hans,  ed. Thomas Dekker. The Pleasant Comedie of old Fortunatus. Erlangen and Leipzig: 1901.";"1901";"1901";"1901";"1901";"English";"@010105 SEC";"";"";"@010105 SEC - Old Fortunatus (Schere edition)";"";"";"";"Author unmarked";"Annotated edition";"Literature";"";"";"";"";"";"";"";"  Hohl Regula"
" God bless you, sir.";"unedited";"Charles A. Herpich";"The Source of the ""Seven Ages""";"Herpich, Charles A.  ""The source of the 'Seven Ages'."" Notes and Queries 9:212 (18 January 1902): 46-47. ";"1902";"1902";"1902";"1902";"English";"@010057 SEC";"";"";"@010057 SEC - The Source of the ""Seven Ages""";"";"";"";"Author unmarked";"Academic";"Shakespeare";"";"";"";"";"";"";"";"  Hohl Regula"
" God bless you, sir.";"unedited";"Emil Koeppel";"Shakespeares Juliet Capulet und Chaucers Troylus";"Koeppel, Emil.  ""Shakespeares Juliet Capulet und Chaucers Troylus."" Jahrbuch der Deutschen Shakespeare-Gesellschaft 1902. 238-239.";"1902";"1902";"1902";"1902";"German";"@006220 SEC exhausted";"";"";"@006220 SEC - Shakespeare's Juliet Capulet und Chaucer's Troylus";"";"";"";"Author unmarked";"Academic";"Literature";"";"";"";"";"";"";"";"  Hohl Regula"
" God bless you, sir.";"unedited";"R. W. Bond";"The Complete Works of John Lyly (Bond edition)";"Bond, R. W.,  ed. The Complete Works of John Lyly. 4 vols. Oxford: The Clarendon Press, 1902.";"1902";"1902";"1902";"1902";"English";"@006081 SEC masses more entries, searchable on archive or. ""Lyly and Shakespeare""";"";"";"@006081 SEC - The Complete Works of John Lyly (Bond)";"";"";"";"Author unmarked";"Annotated edition";"Literature";"";"";"";"";"";"";"";"  Hohl Regula"
" God bless you, sir.";"unedited";"George Thorn-Drury";"Shakespeare Allusions (1902-12-13)";"Thorn-Drury, George.  ""Shakespeare Allusions."" Notes and Queries 9-10:259 (13 December 1902): 465.";"1902";"1902";"1902";"1902";"English";"@006252 SEC more entries";"";"";"@006252 SEC - Shakespeare Allusions 1902-12-13";"";"";"";"Author unmarked";"Academic";"Shakespeare";"";"";"";"";"";"";"";"  Hohl Regula"
" God bless you, sir.";"unedited";"Georg Büchmann";"Gefluegelte Worte";"Büchmann, Georg.  Geflügelte Worte. Der Citatenschatz des deutschen Volkes, gesammelt und erläutert von Georg Büchmann. Fortgesetzt von Walter Robert-tornow. 21. vermehrte und verbesserte Auflage bearbeitet von Eduard Ippel. Berlin: Verlag der Hande und Spenerschen Buchhandlung, 1903. ";"1903";"1903";"1903";"1903";"German";"@010202 SEC";"";"";"@010202 SEC - Geflügelte Worte";"";"";"";"Author unmarked";"Anthology";"";"";"";"";"";"";"";"";"  Hohl Regula"
" God bless you, sir.";"unedited";"John Churton Collins";"Studies in Shakespeare";"Collins, John Churton.  Studies in Shakespeare. Westminster: Archibald Constable, 1904.";"1904";"1904";"1904";"1904";"English";"@006104 SEC";"";"";"@006104 SEC - Studies in Shakespeare";"";"";"";"Author unmarked";"Academic";"Shakespeare";"";"";"";"";"";"";"";"  Hohl Regula"
" God bless you, sir.";"unedited";"Heinrich R. D. Anders";"Shakespeare's Books";"Anders, Heinrich R. D.  Shakespeare's Books. A Dissertation on Shakespeare's Reading and the Immediate Sources of his Words. Berlin: Georg Reimer, 1904.";"1904";"1904";"1904";"1904";"English";"@010151 SEC more Latin entries";"";"";"@010151 SEC - Shakespeare's Books";"";"";"";"Author unmarked";"Academic";"Shakespeare";"";"";"";"";"";"";"";"  Hohl Regula"
" God bless you, sir.";"unedited";"Emil Koeppel";"The Works of Beaumont and Fletcher - Variorum Edition";"Koeppel, Emil,  ed. The Works of Beaumont and Fletcher - Variorum Edition. London: Bell and Bullen, 1904.";"1904";"1904";"1904";"1904";"English";"@006255 SEC Two clear entries, DO IT IT's ON ADAM";"";"";"@006255 SEC - The Works of Beaumont and Fletcher (Variorum)";"";"";"";"Author unmarked";"Annotated edition";"Literature";"";"";"";"";"";"";"";"  Hohl Regula"
" God bless you, sir.";"unedited";"George Thorn-Drury";"Shakespearian Allusions (1901-01-16)";"Thorn-Drury, George.  ""Shakespearian Allusions."" Notes and Queries. 10.1 (16 January 1904): 44.";"1904";"1904";"1904";"1904";"English";"@006148 SEC more entries";"";"";"@006148 SEC - Shakespeare Allusions (1904-01-16)";"";"";"";"Author unmarked";"Academic";"Shakespeare";"";"";"";"";"";"";"";"  Hohl Regula"
" God bless you, sir.";"unedited";"H. Jung";"Das Verhältnis Thomas Middletons zu Shakspere";"Jung, H.  Das Verhältnis Thomas Middletons zu Shakspere. Münchner Beiträge 29. Leipzig: 1904.";"1904";"1904";"1904";"1904";"German";"@010119 SEC more entries";"";"";"@010119 SEC - Das Verhältnis Thomas Middletons zu Shakespeare";"";"";"";"Author unmarked";"Academic";"Shakespeare";"";"";"";"";"";"";"";"  Hohl Regula"
" God bless you, sir.";"unedited";"John Davis Ellis Williams";"Sir William Davenant's Relation to Shakespeare";"Williams, John Davis Ellis.  Sir William Davenant's Relation to Shakespeare. With an Analysis of the Chief Characters of Davenant's Plays. PhD [supervised by Emil Koeppel], Strasbourg 1905.";"1905";"1905";"1905";"1905";"English";" @010006 SEC  More entries Still do: ""The Siege"" and Davenants Shakespeare adaptations from the 1660s and Latin sources for Messalina pp. 36-39.";"";"";"@010006 SEC - Sir William D'Avenant's Relation to Shakespeare";"";"";"";"Author unmarked";"Academic";"Shakespeare";"";"";"";"";"";"";"";"  Hohl Regula"
" God bless you, sir.";"unedited";"Emil Koeppel";"Studien über Shakespeare's Wirkung auf zeitgenössische Dramatiker";"Koeppel, Emil.  Studien über Shakespeare's Wirkung auf zeitgenössische Dramatiker. Louvain: Uystpruyst, 1905.";"1905";"1905";"1905";"1905";"German";"@010085 SEC more entries also Marston entries, searchable";"";"";"@010085 SEC - Shakespeares Wirkung auf zeitgenössische Dramatike";"";"";"";"Author unmarked";"Academic";"Shakespeare";"";"";"";"";"";"";"";"  Hohl Regula"
" God bless you, sir.";"unedited";"John Churton Collins";"The Plays and Poems of Robert Greene (Collins edition)";"Collins, John Churton,  ed. The Plays and Poems of Robert Greene. 2 vols. Oxford: Clarendon Press, 1905.";"1905";"1905";"1905";"1905";"English";"@006038 SEC more entries and Latin entries, marston entries pp. 137-138 ";"";"";"@006083 SEC - The Plays and Poems of Robert Greene (Collins)";"";"";"";"Author unmarked";"Annotated edition";"Literature";"";"";"";"";"";"";"";"  Hohl Regula"
" God bless you, sir.";"unedited";"Emil Koeppel";"Locrine und Selimus";"Koeppel, Emil.  ""Locrine and Selimus."" Jahrbuch der deutschen Shakespeare-Gesellschaft (1905): 193-199.";"1905";"1905";"1905";"1905";"German";"@006215 SEC exhausted";"";"";"@006215 SEC - Locrine and Selimus";"";"";"";"Author unmarked";"Academic";"Literature";"";"";"";"";"";"";"";"  Hohl Regula"
" God bless you, sir.";"unedited";"Karl Christ";"Quellenstudien zu den Dramen Thomas Middletons";"Christ, Karl.  Quellenstudien zu den Dramen Thomas Middletons. PhD Strassburg 1905. ";"1905";"1905";"1905";"1905";"German";"@010004 SEC  exhausted, except for Latin and nondramatic entries";"";"";"@010004 SEC - Quellenstudien zu den Dramen Thomas Middletons";"";"";"";"Author unmarked";"Academic";"Literature";"";"";"";"";"";"";"";"  Hohl Regula"
" God bless you, sir.";"unedited";"Elmer Edgar Stoll";"Shakspere, Marston, and the Malcontent Type";"Stoll, Elmer Edgar.  ""Shakspere, Marston, and the Malcontent Type."" Modern Philology 3.3 (January 1906): 281-303.";"1906";"1906";"1906";"1906";"English";"@006293 SEC more Marston entries";"";"";"@006293 SEC - Shakspere, Marston, and the Malcontent Type";"";"";"";"Author unmarked";"Academic";"Shakespeare";"";"";"";"";"";"";"";"  Hohl Regula"
" God bless you, sir.";"unedited";"Emil Koeppel";"Ben Jonsons Wirkung auf zeitgenössische Dramatiker";"Koeppel, Emil.  Ben Jonson's Wirkung auf zeitgenössische Dramatiker und andere Studien zur älteren Geschichte des englischen Dramas. Anglistische Forschungen. Heidelberg: Carl Winter, 1906.";"1906";"1906";"1906";"1906";"German";"@006075 SEC more entries, more Marston entries, searchable";"";"";"@006075 SEC - Jonson's Wirkung auf zeitgenössische Dramatiker";"";"";"";"Author unmarked";"Academic";"Literature";"";"";"";"";"";"";"";"  Hohl Regula"
" God bless you, sir.";"unedited";"Sir Sidney Lee";"Pepys and Shakespeare";"Lee, Sidney.  ""Pepys and Shakespeare."" Fortnightly Review 79.469 (January 1906): 104-120. ";"1906";"1906";"1906";"1906";"English";"@010138 SEC";"";"";"@010138 SEC - Pepys and Shakespeare";"";"";"";"Author unmarked";"Academic";"Shakespeare";"";"";"";"";"";"";"";"  Hohl Regula"
" God bless you, sir.";"unedited";"Charles A. Herpich";"A Greene-Marlowe Parallel";"Herpich, Charles A.  ""A Greene-Marlowe Parallel."" Notes and Queries, 10-6-141 (8 September 1906): 185.";"1906";"1906";"1906";"1906";"English";"@006268 SEC exhausted";"";"";"@006268 SEC - A Greene-Marlowe Parallel";"";"";"";"Author unmarked";"Academic";"Literature";"";"";"";"";"";"";"";"  Hohl Regula"
" God bless you, sir.";"unedited";"_ 0_Anon";"Cambridge History of English and American Literature";"Anon.  The Cambridge History of English and American Literature in 18 Volumes (1907–21). Volume V. The Drama to 1642, Part One.  IV. Early English Tragedy. § 19. The relations between Locrine and Selimus. Quoted from https://www.bartleby.com/215/0419.html. ";"1907";"1921";"1907";"1921";"English";"@006212";"";"";"@006212 SEC - Cambridge History English and American Literature";"";"";"";"Author unmarked";"Academic";"Literature";"";"";"";"";"";"";"";"  Hohl Regula"
" God bless you, sir.";"unedited";"Emil Koeppel";"""Julius Caesar"" und The Wisdom of Dr. Dodypoll";"Koeppel, Emil.  ""Shakespeares Julius Caesar und die Entstehungszeit des anonymen Dramas The Wisdom of Dr. Dodypoll."" Jahrbuch der deutschen Shakespeare-Gesellschaft (1907): 210-212.";"1907";"1907";"1907";"1907";"English";"@006214 SEC exhausted";"";"";"@006314 SEC - Julius Caesar und The Wisdom of Dr. Dodypoll";"";"";"";"Author unmarked";"Academic";"Shakespeare";"";"";"";"";"";"";"";"  Hohl Regula"
" God bless you, sir.";"unedited";"George Thorn-Drury";"Shakespeare Allusions (1909-10-16)";"Thorn-Drury, George.  ""Shakespeare Allusions."" Notes and Queries 10-12:303 (16 October 1909): 307. ";"1907";"1907";"1907";"1907";"English";"@006320 SEC";"";"";"@006320 SEC - Shakespeare Allusions (1909-10-16)";"";"";"";"Author unmarked";"Academic";"Literature";"";"";"";"";"";"";"";"  Hohl Regula"
" God bless you, sir.";"unedited";"Charles A. Herpich";"Sonnet III and Sidney's Arcadia";"Herpich, Charles A.  ""Sonnet and Sidney's Arcadia."" Notes and Queries VIII (31 August 1907): 164.";"1907";"1907";"1907";"1907";"English";"@006334 SEC

two lines seem to have been transferred from Sidney's 'Arcadia,' p. 280, Book III, edition 1590 : "" What lesson is that unto you, but that in the April of your age you
should be like April ? "" 

Thou art thy mother's glass, and she in thee
Calls back the lovely April of her prime.
This, however, is also echoed by others
from Daniel (' Delia,' xxxii.) onward ; and,
as Rolfe notes, in ' Lucrece,' 11. 1758-9.
Again : "" When your glass shall accuse
you to your face, what a change there is
va you ! *' Cf.
Look in thy glass, and tell the face thou viewest.";"";"";"@006334 SEC - Sonnet III and Sidney&#039;s Arcadia";"";"";"";"Author unmarked";"Academic";"Shakespeare";"";"";"";"";"";"";"";"  Hohl Regula"
" God bless you, sir.";"unedited";"Adolf Hoffmann";"Das Psyche-Märchen des Apuleius in der englischen Literatur";"Hoffmann, Adolf.  Das Psyche-Märchen des Apuleius in der englischen Literatur. PhD [supervised by Emil Koeppel], Strasbourg 1908.";"1908";"1908";"1908";"1908";"English";"@006290 SEC - more Latin entries for ""Love's Mistress"" by Thomas Heywood";"";"";"@006289 SEC - Das Psyche-Märchen in der englischen Literatur";"";"";"";"Author unmarked";"Academic";"Literature / Classical Studies";"";"";"";"";"";"";"";"  Hohl Regula"
